0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.010079,11.438688,0.928064,0.209492
0.020158,22.829327,2.038036,-2.223611
0.030238,34.180641,3.267265,-5.818141
0.040317,45.493881,4.523512,-9.658363
0.050396,56.803780,5.729970,-13.374921
0.060475,68.108925,6.745408,-16.867189
0.070554,79.419083,7.559127,-20.027113
0.078114,87.916435,7.888629,-22.156807
0.088193,99.214279,8.186984,-24.744751
0.098272,104.760963,8.181674,-27.809933
0.108351,110.180435,8.071091,-30.547138
0.118431,115.407608,7.920885,-33.000347
0.128510,120.409973,7.674049,-35.175915
0.138589,125.155624,7.368755,-37.088142
0.148669,129.612900,7.015361,-38.746033
0.158748,133.786972,6.641183,-40.199459
0.168827,137.682098,6.242020,-41.411110
0.178906,141.290802,5.822271,-42.390797
0.188985,144.626129,5.413228,-43.146648
0.199065,147.668442,5.000521,-43.688534
0.209144,150.454025,4.587877,-43.985180
0.219223,153.013916,4.208715,-44.085899
0.229302,155.340103,3.834670,-44.000065
0.239382,157.482056,3.501258,-43.743813
0.249461,159.421036,3.199391,-43.260139
0.259540,161.183228,2.907993,-42.625515
0.269619,162.792007,2.634116,-41.858109
0.279698,164.211838,2.389908,-40.970497
0.289778,165.520111,2.158203,-39.981579
0.299857,166.750229,1.959759,-38.937809
0.309936,167.846146,1.783559,-37.813808
0.320015,168.819290,1.613622,-36.625961
0.330094,169.707565,1.445801,-35.395164
0.340174,170.516876,1.309253,-34.131699
0.350253,171.269226,1.175372,-32.959717
0.360332,171.939621,1.055735,-31.765587
0.370411,172.551392,0.950696,-30.558233
0.380491,173.112137,0.894096,-29.345106
0.388051,173.478348,0.841401,-28.434704
0.398130,173.960037,0.762236,-27.042994
0.408209,174.373627,0.698452,-25.676630
0.418288,174.759354,0.625678,-24.344702
0.428367,175.125214,0.566348,-23.051893
0.438447,175.447403,0.503865,-21.794048
0.448526,175.728027,0.474575,-20.789568
0.458605,175.987381,0.443400,-19.814802
0.468684,176.213593,0.399727,-18.872601
0.478764,176.435211,0.351869,-17.963160
0.488842,176.629028,0.323131,-17.091797
0.498922,176.831848,0.289154,-16.133415
0.509001,176.996719,0.263858,-15.216540
0.519080,177.157074,0.230447,-14.344441
0.529160,177.297760,0.208312,-13.513970
0.539238,177.418060,0.205710,-12.724713
0.549318,177.525970,0.172622,-11.766336
0.559398,177.635880,0.131288,-10.866380
0.569477,177.738800,0.097635,-10.018925
0.579556,177.819595,0.094546,-9.221913
0.589635,177.915710,0.082090,-8.471529
0.599715,177.980835,0.079534,-7.981396
0.609794,178.053726,0.079935,-7.517106
0.619873,178.097260,0.072710,-7.078657
0.629952,178.136658,0.076157,-6.665240
0.640031,178.213120,0.066300,-6.281742
0.650111,178.277832,0.060135,-5.698543
0.660190,178.309525,0.075116,-5.148409
0.670269,178.344864,0.071662,-4.639175
0.680348,178.391602,0.066427,-4.164125
0.690427,178.421967,0.085569,-3.719712
0.700507,178.445068,0.103705,-3.523043
0.708066,178.482635,0.095372,-3.384836
0.718146,178.526215,0.075922,-3.202691
0.728224,178.516785,0.072749,-3.027368
0.738304,178.523163,0.074038,-2.870020
0.748384,178.562424,0.095013,-2.825159
0.758462,178.588623,0.099753,-2.774038
0.768542,178.603729,0.099490,-2.724302
0.778621,178.615021,0.093647,-2.672517
0.788700,178.642456,0.088794,-2.623188
0.798779,178.658905,0.071486,-2.470836
0.808859,178.658875,0.063380,-2.327340
0.818938,178.664673,0.054062,-2.193921
0.829017,178.676376,0.053212,-2.069942
0.839097,178.693329,0.063151,-1.849060
0.849175,178.704544,0.071829,-1.642640
0.859255,178.703796,0.068512,-1.446877
0.869334,178.680801,0.052556,-1.267069
0.879413,178.690567,0.045771,-1.106963
0.889493,178.689575,0.047777,-1.061146
0.899571,178.708191,0.058396,-1.018983
0.909651,178.695663,0.047377,-0.975959
0.919730,178.702637,0.049224,-0.938529
0.929809,178.712448,0.048191,-0.902640
0.939888,178.725250,0.046572,-0.965911
0.949968,178.721130,0.053612,-1.019682
0.960047,178.732437,0.065895,-1.073200
0.970126,178.743713,0.061690,-1.120634
0.980206,178.743439,0.054655,-1.159511
0.990285,178.755905,0.060910,-1.012856
1.000364,178.743347,0.047674,-0.874794
1.010444,178.750595,0.032807,-0.748401
1.020523,178.767822,0.020303,-0.630448
1.030602,178.771835,0.022552,-0.516787
1.038161,178.777100,0.018448,-0.505997
1.048241,178.782959,0.011652,-0.491344
1.058320,178.782059,-0.014017,-0.476192
1.068399,178.763962,-0.017064,-0.462352
1.078478,178.777023,-0.014179,-0.452088
1.088557,178.765045,-0.016435,-0.439878
1.098637,178.795242,-0.013722,-0.431756
1.108716,178.789413,-0.015559,-0.419868
1.118795,178.796005,-0.019744,-0.409775
1.128874,178.777863,-0.014311,-0.396230
1.138953,178.760773,-0.009786,-0.386545
1.149033,178.785126,-0.009792,-0.381150
1.159112,178.780991,-0.009301,-0.372430
1.169192,178.780106,-0.000631,-0.364405
1.179271,178.781921,0.003312,-0.357711
1.189350,178.776062,0.004782,-0.435080
1.199430,178.763992,0.002567,-0.506850
1.209508,178.773621,0.014918,-0.576997
1.219588,178.791901,0.012564,-0.640215
1.229667,178.793823,0.012071,-0.698230
1.239746,178.812302,0.009995,-0.668233
1.249825,178.828110,0.003567,-0.638509
1.259904,178.824890,0.008264,-0.608284
1.269984,178.827225,0.015977,-0.579931
1.280063,178.824646,0.009804,-0.468993
1.290142,178.818069,0.001704,-0.368681
1.300221,178.824173,0.006387,-0.274696
1.310301,178.814926,-0.010811,-0.185262
1.320380,178.814301,-0.012995,-0.102915
1.330459,178.814606,-0.013419,-0.026526
1.340538,178.811844,-0.006147,0.046257
1.348097,178.817017,-0.009612,0.096693
1.358177,178.815063,-0.004411,0.160872
1.368257,178.819839,0.001580,0.220775
1.378336,178.825851,0.005864,0.281952
